Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
139333,-1.225519952,0.266470517,1.407743476,-1.537715393,1.155217341,0.597094021,0.401729397,0.229826963,-0.231259493,-0.881738207,-0.145236418,0.556296425,0.643389831,-0.227347438,-0.673226175,1.102311346,-1.418408783,0.386092765,0.14741036,-0.090386569,-0.29707413,-0.940957076,-0.371710349,-0.334635712,0.356864018,0.275929518,-0.080450325,-0.003253308,54.97,0
139333,-1.456689128,-1.1208067,-0.346577623,-0.36274933,-0.548789368,-0.529332703,3.004190463,-0.565244088,-0.885195602,-1.159334457,-0.665572035,0.463637983,1.605425734,0.116647512,0.038302398,0.050858102,-0.699362712,-0.068371186,-0.530166212,1.381040274,0.717447583,1.005303873,1.16737347,0.09250476,0.067468326,0.682594671,-0.131822805,0.213421269,599,0
139333,1.948264475,-0.356198098,-0.387419616,0.246375409,-0.432764776,-0.034016175,-0.616756358,0.156394362,1.021929996,0.002009527,0.883147881,1.128475146,-0.087455278,0.170101256,0.004590661,0.410709219,-0.797953043,0.338086147,0.213143545,-0.193804463,-0.133024573,-0.311665302,0.401560627,0.715084222,-0.44835823,-0.677742209,0.02565287,-0.033601079,7.49,0
139333,-10.59658019,-4.937395619,-2.306169554,5.854478196,0.869057755,2.550759011,0.063995055,0.237520299,0.301103989,4.132920034,0.912188599,-0.016457123,0.852607184,-0.464851764,2.529393043,0.931460139,-0.050897601,-0.393577197,1.266262729,-5.835806542,-1.544216337,1.573908358,1.665318166,-0.721173809,0.254142192,0.456670095,-2.803468136,2.437368498,0.76,0
139333,-0.526488171,-0.048273809,-2.878911075,0.955908927,0.644594951,1.276448956,2.63998037,0.278145624,-1.381631942,-0.330596495,0.383640742,0.339153789,-0.590723698,1.637984096,-0.268386034,-1.564849476,0.483763205,-0.521415969,-0.115314264,0.597378816,0.95621691,2.137060194,1.025149073,-1.638230376,-1.137716995,-0.278628849,0.120851519,0.287807913,465.09,0
139334,1.936928502,-0.586845283,-0.734731422,0.15478596,-0.327517377,0.133375619,-0.61346115,0.18699557,1.287126556,0.028991722,-0.249729294,0.174893972,-1.137467902,0.373301671,0.176077226,0.752909206,-1.085993596,0.803418649,0.594511722,-0.190126123,-0.187225712,-0.569107409,0.216070675,-1.116242037,-0.381903874,-0.578163309,0.014001127,-0.047257605,45.99,0
139334,-0.380631762,0.278973494,0.458917781,-0.975959605,1.596604761,-0.351389684,0.906832211,-0.185883028,-0.271049289,-0.308689059,-0.256543192,0.009304195,-0.532464344,0.244914145,-0.931507153,0.314815785,-1.091816571,0.194379201,0.723440165,0.037699927,-0.241180199,-0.648400022,-0.147816579,-1.112828146,-0.414987404,0.159768971,-0.099498685,-0.081006957,1.98,0
139334,-4.461727722,2.739856279,-2.51243836,-3.258071838,-2.692827784,-0.978729406,-2.226183699,3.393418653,0.671192397,-2.360015833,-0.363146157,2.225621532,-0.15219739,2.327261604,-0.780380688,1.175651331,0.219583855,0.574224589,-0.318408615,-0.939732409,0.179707366,-0.439464032,0.490513045,0.715114047,-0.300264025,-0.887932074,-0.978173956,-0.278771547,34.83,0
139335,2.062843957,-0.029906626,-1.055053763,0.4156806,-0.125173545,-1.213242501,0.201438307,-0.349871568,0.502578789,0.066073015,-0.68990215,0.576423623,0.316018198,0.2253649,0.011466538,-0.119762887,-0.299336565,-0.903765471,0.141214737,-0.209477533,-0.286071197,-0.676411061,0.338718536,0.053228216,-0.290806849,0.194586634,-0.068967971,-0.059389778,1.29,0
139335,1.797043469,-1.293665137,-0.548850987,0.126683629,-1.332088211,-0.503443178,-0.648072318,-0.035893792,0.197834231,0.686851543,0.629751136,0.987067578,-0.526156535,-0.037065035,-1.668824651,-2.235790983,0.328704269,1.343277303,-0.542452328,-0.484212501,-0.099888341,0.293962242,0.061581515,0.492854663,-0.046700661,-0.164683654,0.023155437,-0.033836944,120.97,0
139335,2.187871622,-0.816692554,-1.817168365,-0.928821932,-0.245050304,-0.96733391,-0.170343209,-0.265397371,-0.602482346,0.999359887,0.330520988,-0.505087152,-1.200210841,0.425266732,-1.27729026,0.650660772,0.239329243,-1.115804483,1.327815017,-0.082584363,0.205182017,0.579505152,-0.038850571,-0.385007931,0.277014841,-0.036397474,-0.069548308,-0.087771473,29.9,0
139336,2.213864982,-1.24255709,-1.540444067,-2.933695368,-0.646760479,-0.488783934,-0.774826491,-0.060315124,1.130862053,-0.286787947,0.419364244,0.935548677,-0.126425061,0.319899781,0.504921298,-2.286165496,-0.217477879,2.110955858,0.619162999,-0.60960951,-0.177009617,0.229198444,0.080483851,0.209144171,0.174978106,-0.723901999,0.069456763,-0.054057723,2.33,0
139336,2.003957861,0.102890223,-1.765338794,0.569697485,0.411317561,-0.514516573,-0.039401741,-0.071394495,0.485522866,-0.520810436,1.20928972,0.993036049,0.188099161,-1.602727177,-1.132170706,0.30596591,0.954196939,0.640577727,0.164141986,-0.123348278,0.018706049,0.328259827,0.063235956,0.706205633,0.090618875,0.581759327,-0.045848762,-0.032595294,1,0
139336,-0.992501625,0.319750292,1.417948241,-2.847000009,0.041633084,-1.13248404,0.646491852,-0.261237147,0.900437713,-1.652670652,-0.666653402,0.999678216,1.509810608,-0.582006098,0.142785184,0.328327492,-1.076760665,-0.00288138,-0.992660965,-0.179022705,0.285078574,0.882837694,-0.354734417,0.143556856,0.119595684,0.107919829,-0.192380569,0.171059829,30.5,0
139336,1.764395697,-0.597143495,-1.029542058,0.469351196,-0.182357327,-0.2830479,-0.044193671,-0.093197187,0.450596731,0.182933719,0.628826745,1.172009416,0.516569034,0.2351456,-0.404712796,0.325187408,-0.780704715,0.105852733,0.18835522,0.079223334,0.076574073,0.096881787,0.052457477,-0.426272526,-0.223216711,0.221956943,-0.060958537,-0.045419092,129.9,0
139337,-0.897564677,-0.1093674,-0.275119004,0.794892003,1.162155547,-0.575880122,0.870422543,-0.718070868,0.146258908,0.63208894,-0.545776314,0.093272071,1.056644852,0.034755264,2.16349807,-1.49009096,0.145508712,0.466786374,2.817824755,-0.2276692,0.215835848,1.533498318,0.471983919,0.665375706,-0.467508425,-0.104560665,-0.309227719,0.216252179,21.94,0
139337,0.056098763,0.696363762,1.208392222,0.343868559,0.057213198,-0.334459328,0.332522836,0.04301739,0.196767122,-0.462494212,-1.135655138,-0.04685522,0.110162452,-0.13295858,0.372237735,0.438543689,-0.878632817,0.401657365,-1.003468983,-0.220378022,0.299967139,0.971459658,-0.14266708,-0.10197207,-0.347397764,-0.629168274,0.136376947,0.063915869,1,0
139337,-0.882367128,1.482643586,-0.551589449,-0.544236573,-0.308713508,-1.267765479,0.262049736,0.676888859,-0.127472681,-0.538314948,-1.259328631,0.25691309,-0.270337031,0.755346115,-0.41989047,0.149431682,-0.054607148,-0.642367042,-0.124046329,-0.161393438,-0.212422803,-0.649735688,0.184023886,0.024475538,-0.407427137,0.148611294,0.110147314,0.019524417,9.42,0
139338,-0.646075292,0.645027075,0.118101961,-0.014099882,0.597834362,-0.555491827,0.262360981,0.395524911,-0.817607047,-0.425029118,0.427336177,0.773082366,0.065474642,0.801359612,-0.411944379,-0.215151152,-0.097413617,0.000149864,1.487371369,0.013998551,-0.061431405,-0.368385651,0.024731399,-0.377154689,-0.783879065,0.298368116,0.023204602,0.04119619,1.99,0
139339,-0.176357304,0.173242284,0.344067775,-2.614156085,0.240498601,-0.590119679,0.366623786,-0.155595843,1.535930599,-1.424216658,-1.613442447,0.378339053,0.573824362,-0.285364965,0.817361184,-0.123259742,-0.802576803,0.173781771,1.048185843,-0.129612577,-0.184850433,-0.44406513,0.01612351,-1.012930701,-0.518648798,-0.587835054,-0.163955853,0.100821817,11.37,0
139339,2.069372577,0.175168349,-1.655675187,0.439679641,0.379984646,-0.936734765,0.197478376,-0.251964488,0.463093585,-0.382603917,-0.448719869,0.26466146,0.204207117,-0.869859538,0.180240417,0.278851253,0.501883228,-0.360858532,0.013229303,-0.150741501,-0.356499743,-0.912329851,0.351325723,0.642934824,-0.266226584,0.16481832,-0.061382699,-0.029202029,0.99,0
139339,-2.57437942,2.775114381,-2.482335338,-0.59568042,-0.914943443,-0.881480799,-0.917958111,2.113889491,-0.35261569,-0.001754809,0.118536314,1.406117461,0.160171637,1.922320386,-0.32290522,0.307654929,0.073865912,0.814572434,0.187919583,-0.055835016,0.495688201,1.256359825,0.230181554,0.783185324,-0.477395523,-0.243131139,0.327651539,0.203591312,3.5,0
139340,-0.323153961,0.247812209,0.801386641,-1.970788995,-0.213219577,-0.972269186,0.215487219,-0.060797474,-0.752463439,-0.925313928,-0.744433505,-1.408475618,-0.419256498,-2.147889367,-0.354635816,1.879611113,1.096516781,-0.275409203,-0.413753156,0.053031901,0.31071853,0.836305187,-0.264286392,-0.142352082,-0.097906093,-0.194766754,0.138606288,0.177626501,29,0
139340,-1.996390464,0.588589256,1.578308984,0.969377987,-0.279154654,0.489372261,-1.01210781,1.232638815,-0.598728995,-0.686923649,0.42521957,0.935564268,0.343753559,0.533976345,0.340158326,0.55713901,-0.281369369,1.12461829,0.754688824,-0.090648775,0.219730304,0.241995039,-0.417771796,0.765137743,0.279956715,-0.522924022,-0.160507575,-0.211477176,17,0
139340,2.093170446,-1.347729269,-0.285358754,-1.467329763,-1.269672179,0.359366912,-1.569224299,0.304052739,0.554195127,0.653624352,0.246714484,0.28122471,-0.295178045,-0.16061915,0.333842737,-0.70919821,-0.580429296,1.994171308,-0.332998245,-0.55126256,-0.316009713,-0.377723686,0.391167153,0.277089797,-0.750905117,0.709806118,-0.016154047,-0.046942676,15.1,0
139341,-10.21871396,-6.338111738,-1.494063361,-0.943136489,0.533997489,-0.160742065,2.161455008,-1.691548047,2.665694951,4.621699406,1.245886597,-0.585062841,0.360691245,-2.737377829,-0.284590859,2.035565504,-1.288598393,-1.766819241,1.455555342,-4.272063047,-2.867804116,-0.458262784,0.295078906,0.441297777,1.46509893,-0.542414668,-0.109422268,1.02285842,283.32,0
139341,2.019947119,0.170488014,-1.789366547,0.539802351,0.224309897,-1.411919867,0.285919079,-0.370429079,0.589986097,-0.529882062,-0.332558554,0.035767703,-0.008753118,-0.825044387,0.964151997,0.200427544,0.508477189,0.483813162,-0.49865981,-0.173766378,0.201272331,0.726979248,-0.038806186,-0.155808956,0.241110241,-0.095678635,-0.001291033,-0.027196509,20.34,0
139341,-1.767043967,1.866459799,-0.380788409,-0.698534044,-0.156749689,-0.612747256,-0.22632182,-2.410442783,-0.306257447,-0.65289671,-1.065150859,0.724979174,0.265960571,0.638472888,-0.548314973,0.114224531,-0.141887382,-0.726124729,-0.25826344,0.729807676,-1.531653475,-0.11801513,0.320539945,0.034370978,-0.452612745,0.132005692,0.428852834,0.342811588,44.99,0
139343,-0.347606374,0.872555495,-0.235442613,0.948443976,1.671298153,0.060390504,1.215657587,-0.583417872,-1.231295353,1.302463728,-1.429313161,-0.123598275,1.638390233,-0.581145003,-1.000607257,0.639896382,-0.873536504,-1.088057844,-0.020900529,-0.132742339,-0.214813988,-0.384479906,0.293909451,0.145205078,-0.995322579,1.952537833,-0.721173155,-0.119144958,9.02,0
139343,1.9638179,-0.557239656,-2.258473681,-0.534616254,2.129218584,3.567190583,-0.735568295,0.880791309,0.613039716,0.09786444,-0.081629072,0.34840337,-0.123774,0.327632661,0.679660076,0.008925461,-0.503501428,-0.512792337,-0.269423539,-0.090209329,-0.021904039,-0.080110109,0.238982195,0.723012991,-0.174406025,0.244469984,-0.02523038,-0.055328986,31.9,0
139343,1.832170027,-0.184782591,-0.516586549,1.412070905,-0.320565401,-0.541348217,-0.060039904,-0.192731584,0.607758966,0.1271391,-0.727692744,0.967913764,1.166236815,-0.128537245,0.206984177,0.039758832,-0.589696601,-0.256396183,-0.599227388,-0.060267443,0.103617362,0.386586035,0.11654582,-0.007750759,-0.05867239,-0.681127628,0.040235466,-0.021237021,74,0
139343,-0.527878214,0.424507659,-0.10678832,-3.825696848,0.724177873,-1.056180113,1.117487765,-0.232403634,1.808031832,-2.161358599,-1.353639911,0.8768613,0.251892038,-0.215634514,-0.783639871,-1.086937681,-0.510350367,-0.080790628,0.061317747,-0.126003206,0.164272762,0.85822953,-0.389990709,0.53333054,0.404580973,-0.920978,0.291973461,0.229634497,6.4,0
139344,-0.405248034,1.1883183,-0.622991074,-0.145684473,0.529106345,-1.294749492,0.755255986,0.132916882,-0.398313462,-1.284978339,-0.742444087,-0.195241115,-0.053569958,-0.428543248,0.696817306,0.069203771,0.664012997,0.719571336,-0.141018868,-0.142619366,0.396940162,1.091216711,-0.166860263,-0.144117911,-0.462762867,-0.152981816,0.106748378,0.163201309,22.19,0
139344,2.025374277,-0.04288668,-0.89176711,0.505078782,-0.308797422,-1.364396144,0.181552093,-0.338227108,0.50441896,0.06301261,-0.313149943,0.620611148,0.03626116,0.296078746,0.051816647,-0.286520264,-0.08440273,-1.099306388,-0.081522764,-0.241976446,-0.255991025,-0.595199093,0.397832741,0.401533447,-0.366713163,0.175353228,-0.066605764,-0.056293818,1.29,0
139344,0.034804512,-0.05719126,0.470672804,-1.418305578,0.528227699,-0.193095149,0.306219512,-0.425387281,-0.964040585,0.639737917,-1.559994211,-0.940803459,0.977601157,-0.684967241,0.220020724,0.528978241,0.118387963,-1.074518657,1.975967942,0.248453668,0.19832755,0.839488897,-0.345200907,-0.994438881,-0.447082849,-0.038196846,-0.059010329,-0.061356318,20,0
139344,-0.397734834,0.342993216,1.186124165,-1.163152134,0.718867193,0.370880065,0.549816683,-0.191751227,0.676712178,-0.757959315,-1.549903033,0.432152594,1.546685404,-0.895581268,0.040248126,0.151652658,-1.042947698,0.412706802,0.005311853,0.084755303,0.251855208,1.059674971,-0.357871768,0.125463574,-0.147967926,0.094851144,-0.127268844,-0.03003393,29.97,0
139345,2.060917616,-0.578892452,-2.097278331,-1.539861865,0.023961117,-1.39575634,0.363800615,-0.343632136,1.415591178,-0.682558572,0.560648005,0.80362479,-1.2680229,0.904337232,-0.317301575,-1.021619797,-0.151943409,0.129002258,1.470831623,-0.213349511,0.036197368,0.264253215,-0.058902621,-0.299770394,0.351645883,-0.130333764,-0.056636426,-0.082809019,38.21,0
139346,0.138913245,1.291801643,0.118878097,2.003021057,0.611659774,-1.020993849,1.376532325,-0.43542936,-1.355304439,0.366195906,-0.325780729,-0.366758051,-0.343618022,1.006984108,1.454460866,-1.70043697,0.764871102,-0.095849934,2.124231262,0.171893631,0.271591291,0.912434036,-0.217485467,0.427340277,-0.143962705,-0.109492334,0.201914536,0.181406613,25,0
139346,0.499087727,0.590674247,-0.625153834,1.236897177,0.564826596,-0.942653043,1.652043449,-0.698790205,-0.804611231,0.572208209,-0.641363278,-0.734857771,-0.582677183,0.81366972,1.484169879,-1.566000687,0.564873755,-0.122047078,2.454582564,0.407931449,0.284514472,0.991274137,0.180767898,0.043465724,-1.171813044,0.645086157,0.052329185,0.047575036,107.46,0
139347,-0.774829163,1.309451211,-0.159211876,-1.002846947,0.407701413,-1.148201052,0.975765722,0.13960113,-0.167823159,-0.853035802,-1.223012434,0.121470424,-0.257281938,0.619471087,-0.314922529,-0.422424362,-0.132613544,-0.5425216,0.094287018,-0.171688411,-0.048230356,-0.09321451,-0.115190046,-0.165633802,-0.088738346,-0.116916852,0.096619797,0.143962466,7.83,0
139347,-0.174602947,0.394547693,-0.054733708,-0.166120829,2.296477751,4.393414441,-0.155878569,1.115214809,-0.254905753,-0.260699404,-0.291977964,-0.189773431,-0.03840868,0.197485628,1.391227106,-0.069160964,-0.55571355,0.545647512,0.110593737,0.153044912,0.364665976,0.988446579,-0.008241474,0.695396994,-0.529215214,-0.446001382,0.270528351,0.210981604,58,0
139347,-2.231673634,0.72054629,-0.472407722,-0.829843166,0.872898532,-1.513540773,0.945222723,-0.134001154,0.147870632,-0.145113974,-0.945246295,0.824054622,1.160550512,0.092998017,-0.364964538,-0.38696943,-0.347740923,-0.682041325,0.272633357,-0.649968144,-0.26162615,0.092897022,0.581490099,-0.064425716,0.207555058,-0.106969196,0.042402555,0.192109384,0,0
139347,-0.657441424,1.277615049,-0.80727963,0.055190446,-0.199512166,-1.036514496,0.021879117,0.666673482,0.004367591,-1.462436097,-0.966902916,0.195009719,0.004552247,-0.535791615,0.282624242,0.274780561,0.949803388,0.508200909,-0.010235008,-0.334648771,0.135656442,0.226441258,0.07943182,-0.19098889,-0.682396888,-0.438037748,-0.200563985,-0.013172387,24.05,0
139347,-0.465788722,0.474828374,0.553528003,1.565670561,0.624713626,-0.269430275,0.657909407,-0.040781844,0.094504421,-0.954945589,-1.142232406,0.269270877,0.414924671,-1.670205403,-1.097599568,-0.896024388,1.31229515,0.536790236,0.609873959,0.237076306,0.379503946,1.379232257,-0.198646884,-0.036016503,0.028377495,-0.150495183,0.242662129,0.233987791,77.5,0
139348,-18.17950831,-28.09743267,-6.492442784,3.124302242,8.510687579,-8.389238406,1.288357701,-0.052723143,1.235838944,-2.950899554,-0.037289459,1.015936865,-0.466280397,2.39869528,-0.349751103,-0.853219809,-0.735741624,2.397130211,-0.590963489,12.06371686,4.081044104,0.486429576,11.46670932,-0.851327017,1.53534385,-1.00397064,-1.326242658,0.981302275,3492.39,0
139349,-2.095382291,1.085412514,0.949695958,-1.757633431,-0.573890764,0.458962244,-0.362172593,0.771893621,-0.762560244,1.25253294,0.157534169,0.309223185,0.51028528,-0.137501456,-0.12567733,-0.593017285,-0.713899475,1.899692826,-0.662913601,0.111184853,-0.64669048,-1.210650175,-0.114359576,0.207944826,0.439213901,0.142413292,0.559653023,0.384130029,33,0
